Evaluation  Result,,,,,,,,,,,,
"Descriptor
Level","Model
Name","Model
Vocabulary","Not Direct
Match Pairs","Valid
Pairs","Common
Pairs","Common
Vocabulary","Performance
(Error Rank)","Average
Error","Descriptor
Vocabulary","Average
Relative Error","Average
Difficulty","Prediction
Ratio"
